"STATDISPID","statcode","TITLE","TITLE.@no","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0001724746","00500225","統計表 飲用牛乳等生産量（都道府県別）（月別） 牛乳生産量","8","牛乳乳製品統計調査","確報","平成30年牛乳乳製品統計","年次","201801-201812","2019-12-27"
"0001724697","00500225","統計表 乳飲料生産量（都道府県別）（月別）","9","牛乳乳製品統計調査","確報","平成30年牛乳乳製品統計","年次","201801-201812","2019-12-27"
"0001724747","00500225","累年統計表 参考２ 経産牛１頭当たり搾乳量",NA,"牛乳乳製品統計調査","確報","平成30年牛乳乳製品統計","年次","201801-201812","2019-12-27"
"0001724785","00500225","統計表 参考　飲用牛乳等の容器容量別工場数（全国）（平成30年10月）",NA,"牛乳乳製品統計調査","確報","平成30年牛乳乳製品統計","年次","201801-201812","2019-12-27"
"0001724793","00500225","累年統計表 参考１ 乳用牛の年次別飼養戸数及び頭数（２月１日現在）",NA,"牛乳乳製品統計調査","確報","平成30年牛乳乳製品統計","年次","201801-201812","2019-12-27"
"0003419813","00500225","統計表 生乳生産量及び用途別処理量（全国農業地域別・処理内訳）（月別）","1","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2020-12-29"
"0003419838","00500225","累年統計表 生乳生産量及び用途別処理量（全国）","1","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2020-12-29"
"0003419822","00500225","統計表 はっ酵乳生産量（都道府県別）（月別）","10","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2024-03-11"
"0003419823","00500225","統計表 乳酸菌飲料生産量（都道府県別）（月別）","11","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2024-03-11"
"0003419824","00500225","統計表 飲用牛乳等出荷量（都道府県別）（月別）","12","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2020-12-29"
"0003419825","00500225","統計表 飲用牛乳等入荷量（都道府県別）（月別）","13","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2020-12-29"
"0003419826","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別）","14","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2021-05-13"
"0003419827","00500225","統計表 乳製品生産量（全国・北海道・都府県）（月別）","15","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2024-03-11"
"0003419828","00500225","統計表 乳製品在庫量（全国）（月別）","16","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2021-05-13"
"0003419829","00500225","統計表 牛乳処理場及び乳製品工場数　経営組織別・生乳処理量規模別工場処理場数（全国農業地域別・都道府県別）（令和元年12月末日現在）","17","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2021-05-13"
"0003419830","00500225","統計表 牛乳処理場及び乳製品工場数　牛乳等製造工場処理場数 （全国農業地域別・都道府県別）（令和元年12月末日現在）","17","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2024-03-11"
"0003419831","00500225","統計表 牛乳処理場及び乳製品工場数　乳製品種類別製造工場処理場数（全国農業地域別・都道府県別）（令和元年12月末日現在）","17","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2021-05-13"
"0003419832","00500225","統計表 牛乳処理場及び乳製品工場数　生乳処理量規模別工場処理場数（全国農業地域別・都道府県別）（令和元年12月末日現在）","17","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2021-05-13"
"0003419833","00500225","統計表 牛乳処理場及び乳製品工場数　常用従業者規模別工場処理場数（全国農業地域別・都道府県別）（令和元年12月末日現在）","17","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2021-05-13"
"0003419834","00500225","統計表 生産能力（全国農業地域別・都道府県別）（令和元年12月末日現在）","18","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2020-12-29"
"0003419835","00500225","統計表 容器容量別牛乳生産量割合（全国農業地域別・都道府県別）（令和元年10月）","19","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2020-12-29"
"0003419814","00500225","統計表 生乳生産量（都道府県別）（月別）","2","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2020-12-29"
"0003419839","00500225","累年統計表 生乳生産量及び用途別処理量（全国農業地域別）","2","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2021-05-13"
"0003419836","00500225","統計表 容器容量別加工乳・成分調整牛乳生産量割合（全国農業地域別・都道府県別）（令和元年10月）","20","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2020-12-29"
"0003419815","00500225","統計表 生乳移出量（都道府県別）（月別）","3","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2020-12-29"
"0003419840","00500225","累年統計表 生乳生産量及び用途別処理量（地方農政局別）","3","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2021-05-13"
"0003419816","00500225","統計表 生乳移入量（都道府県別）（月別）","4","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2020-12-29"
"0003419841","00500225","累年統計表 牛乳等生産量（全国）","4","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2024-03-11"
"0003419817","00500225","統計表 生乳移出入量（都道府県別）（月別）","5","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2021-05-13"
"0003419842","00500225","累年統計表 牛乳等生産量（全国農業地域別）","5","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2024-03-11"
"0003419818","00500225","統計表 生乳処理量（用途別　都道府県別）（月別）","6","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2020-12-29"
"0003419843","00500225","累年統計表 牛乳等生産量（地方農政局別）","6","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2024-03-11"
"0003419819","00500225","統計表 牛乳等生産量（全国農業地域別・牛乳等内訳）（月別）","7","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2024-03-11"
"0003419844","00500225","累年統計表 乳製品生産量（全国）","7","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2024-03-11"
"0003419820","00500225","統計表 飲用牛乳等生産量（都道府県別）（月別）","8","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2024-03-11"
"0003419821","00500225","統計表 乳飲料生産量（都道府県別）（月別）","9","牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2024-03-11"
"0003419837","00500225","統計表 参考　飲用牛乳等の容器容量別工場数（全国）（令和元年10月）",NA,"牛乳乳製品統計調査","確報","令和元年牛乳乳製品統計","年次","201901-201912","2021-05-13"
"0001904940","00500225","統計表 はっ酵乳生産量（都道府県別）（月別）","10","牛乳乳製品統計調査","確報","令和２年牛乳乳製品統計","年次","202001-202012","2024-03-11"
"0001904941","00500225","統計表 乳酸菌飲料生産量（都道府県別）（月別）","11","牛乳乳製品統計調査","確報","令和２年牛乳乳製品統計","年次","202001-202012","2024-03-11"
"0001904960","00500225","統計表 牛乳処理場及び乳製品工場数 牛乳等製造工場処理場数 （全国農業地域別・都道府県別）（令和２年12月末日現在）","17","牛乳乳製品統計調査","確報","令和２年牛乳乳製品統計","年次","202001-202012","2024-03-11"
"0001904961","00500225","統計表 牛乳処理場及び乳製品工場数 乳製品種類別製造工場処理場数（全国農業地域別・都道府県別）（令和２年12月末日現在）","17","牛乳乳製品統計調査","確報","令和２年牛乳乳製品統計","年次","202001-202012","2024-03-11"
"0001904971","00500225","累年統計表 牛乳等生産量（全国）","4","牛乳乳製品統計調査","確報","令和２年牛乳乳製品統計","年次","202001-202012","2024-03-11"
"0001904972","00500225","累年統計表 牛乳等生産量（全国農業地域別）","5","牛乳乳製品統計調査","確報","令和２年牛乳乳製品統計","年次","202001-202012","2024-03-11"
"0001904973","00500225","累年統計表 牛乳等生産量（地方農政局別）","6","牛乳乳製品統計調査","確報","令和２年牛乳乳製品統計","年次","202001-202012","2024-03-11"
"0001904931","00500225","統計表 牛乳等生産量（全国農業地域別・牛乳等内訳）（月別）","7","牛乳乳製品統計調査","確報","令和２年牛乳乳製品統計","年次","202001-202012","2024-03-11"
"0001904974","00500225","累年統計表 乳製品生産量（全国）","7","牛乳乳製品統計調査","確報","令和２年牛乳乳製品統計","年次","202001-202012","2024-03-11"
"0001904932","00500225","統計表 飲用牛乳等生産量（都道府県別）（月別） 飲用牛乳等計　","8","牛乳乳製品統計調査","確報","令和２年牛乳乳製品統計","年次","202001-202012","2024-03-11"
"0001904933","00500225","統計表 飲用牛乳等生産量（都道府県別）（月別） 牛乳生産量","8","牛乳乳製品統計調査","確報","令和２年牛乳乳製品統計","年次","202001-202012","2024-03-11"
"0001904939","00500225","統計表 乳飲料生産量（都道府県別）（月別）","9","牛乳乳製品統計調査","確報","令和２年牛乳乳製品統計","年次","202001-202012","2024-03-11"
"0001997323","00500225","統計表 生乳生産量及び用途別処理量（全国農業地域別・処理内訳）（月別）","1","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997408","00500225","累年統計表 生乳生産量及び用途別処理量（全国）","1","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997384","00500225","統計表 はっ酵乳生産量（都道府県別）（月別）","10","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2024-03-11"
"0001997385","00500225","統計表 乳酸菌飲料生産量（都道府県別）（月別）","11","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2024-03-11"
"0001997386","00500225","統計表 飲用牛乳等出荷量（都道府県別）（月別）","12","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997387","00500225","統計表 飲用牛乳等入荷量（都道府県別）（月別）","13","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997388","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） 年計","14","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997389","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） １月分","14","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997390","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ２月分","14","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997391","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ３月分","14","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997392","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ４月分","14","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997393","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ５月分","14","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997394","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ６月分","14","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997395","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ７月分","14","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997396","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ８月分","14","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997397","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ９月分","14","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997398","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） 10月分","14","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997399","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） 11月分","14","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997400","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） 12月分","14","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997401","00500225","統計表 乳製品生産量（全国・北海道・都府県）（月別）","15","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997402","00500225","統計表 乳製品在庫量（全国）（月別）","16","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997403","00500225","統計表 牛乳処理場及び乳製品工場数  (1)　経営組織別・生乳処理量規模別工場処理場数（全国農業地域別・都道府県別）（令和３年12月末日現在）～ (5)　常用従業者規模別工場処理場数（全国農業地域別・都道府県別）（令和３年12月末日現在）","17","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2024-03-11"
"0001997404","00500225","統計表 生産能力（全国農業地域別・都道府県別）（令和３年12月末日現在）","18","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997405","00500225","統計表 容器容量別牛乳生産量割合（全国農業地域別・都道府県別）（令和３年10月）","19","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997324","00500225","統計表 生乳生産量（都道府県別）（月別）","2","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997409","00500225","累年統計表 生乳生産量及び用途別処理量（全国農業地域別）","2","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997406","00500225","統計表 容器容量別加工乳・成分調整牛乳生産量割合（全国農業地域別・都道府県別）（令和３年10月）","20","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997325","00500225","統計表 生乳移出量（都道府県別）（月別）","3","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997410","00500225","累年統計表 生乳生産量及び用途別処理量（地方農政局別）","3","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997326","00500225","統計表 生乳移入量（都道府県別）（月別）","4","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997411","00500225","累年統計表 牛乳等生産量（全国）","4","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2024-03-11"
"0001997327","00500225","統計表 生乳移出入量（都道府県別）（月別） 年計　","5","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997328","00500225","統計表 生乳移出入量（都道府県別）（月別） １月分","5","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997329","00500225","統計表 生乳移出入量（都道府県別）（月別） ２月分","5","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997330","00500225","統計表 生乳移出入量（都道府県別）（月別） ３月分","5","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997331","00500225","統計表 生乳移出入量（都道府県別）（月別） ４月分","5","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997332","00500225","統計表 生乳移出入量（都道府県別）（月別） ５月分","5","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997333","00500225","統計表 生乳移出入量（都道府県別）（月別） ６月分","5","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997334","00500225","統計表 生乳移出入量（都道府県別）（月別） ７月分","5","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997335","00500225","統計表 生乳移出入量（都道府県別）（月別） ８月分","5","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997336","00500225","統計表 生乳移出入量（都道府県別）（月別） ９月分","5","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997337","00500225","統計表 生乳移出入量（都道府県別）（月別） 10月分","5","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997338","00500225","統計表 生乳移出入量（都道府県別）（月別） 11月分","5","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997339","00500225","統計表 生乳移出入量（都道府県別）（月別） 12月分","5","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997412","00500225","累年統計表 牛乳等生産量（全国農業地域別）","5","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2024-03-11"
"0001997340","00500225","統計表 生乳処理量（用途別　都道府県別）（月別） 処理量計～その他　うち欠減","6","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997413","00500225","累年統計表 牛乳等生産量（地方農政局別）","6","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2024-03-11"
"0001997381","00500225","統計表 牛乳等生産量（全国農業地域別・牛乳等内訳）（月別）","7","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2024-03-11"
"0001997414","00500225","累年統計表 乳製品生産量（全国）","7","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997382","00500225","統計表 飲用牛乳等生産量（都道府県別）（月別） 飲用牛乳等計～加工乳・成分調整牛乳　うち成分調整牛乳生産量","8","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2024-03-11"
"0001997383","00500225","統計表 乳飲料生産量（都道府県別）（月別）","9","牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2024-03-11"
"0001997407","00500225","統計表 参考　飲用牛乳等の容器容量別工場数（全国）（令和３年10月）",NA,"牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997415","00500225","累年統計表 参考１ 乳用牛の年次別飼養戸数及び頭数（２月１日現在）",NA,"牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0001997416","00500225","累年統計表 参考２ 経産牛１頭当たり搾乳量",NA,"牛乳乳製品統計調査","確報","令和３年牛乳乳製品統計","年次","202101-202112","2023-03-31"
"0002116924","00500225","統計表 生乳生産量及び用途別処理量（全国農業地域別・処理内訳）（月別）","1","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116971","00500225","累年統計表 生乳生産量及び用途別処理量（全国）","1","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116945","00500225","統計表 はっ酵乳生産量（都道府県別）（月別）","10","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116946","00500225","統計表 乳酸菌飲料生産量（都道府県別）（月別）","11","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116947","00500225","統計表 飲用牛乳等出荷量（都道府県別）（月別）","12","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116948","00500225","統計表 飲用牛乳等入荷量（都道府県別）（月別）","13","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116949","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） 年計","14","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116950","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） １月分","14","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116951","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ２月分","14","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116952","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ３月分","14","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116953","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ４月分","14","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116954","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ５月分","14","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116955","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ６月分","14","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116956","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ７月分","14","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116957","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ８月分","14","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116958","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ９月分","14","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116959","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） 10月分","14","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116960","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） 11月分","14","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116961","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） 12月分","14","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116962","00500225","統計表 乳製品生産量（全国・北海道・都府県）（月別）","15","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116963","00500225","統計表 乳製品在庫量（全国）（月別）","16","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116964","00500225","統計表 乳製品使用量（全国・北海道・都府県）（月別）","17","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116965","00500225","統計表 牛乳処理場及び乳製品工場数 経営組織別・生乳処理量規模別工場処理場数（全国農業地域別・都道府県別）（令和４年12月31日現在）～常用従業者規模別工場処理場数（全国農業地域別・都道府県別）（令和４年12月31日現在）","18","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116966","00500225","統計表 生産能力（全国農業地域別・都道府県別）（令和４年12月31日現在）","19","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116925","00500225","統計表 生乳生産量（都道府県別）（月別）","2","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116972","00500225","累年統計表 生乳生産量及び用途別処理量（全国農業地域別）","2","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116967","00500225","統計表 容器容量別牛乳生産量割合（全国農業地域別・都道府県別）（令和４年10月）","20","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116968","00500225","統計表 容器容量別加工乳・成分調整牛乳生産量割合（全国農業地域別・都道府県別）（令和４年10月）","21","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116969","00500225","統計表 乳製品使用種類別工場処理場数（全国農業地域別・都道府県別）（令和４年12月31日現在）","22","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116926","00500225","統計表 生乳移出量（都道府県別）（月別）","3","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116973","00500225","累年統計表 生乳生産量及び用途別処理量（地方農政局別）","3","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116927","00500225","統計表 生乳移入量（都道府県別）（月別）","4","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116974","00500225","累年統計表 牛乳等生産量（全国）","4","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116928","00500225","統計表 生乳移出入量（都道府県別）（月別） 年計　","5","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116929","00500225","統計表 生乳移出入量（都道府県別）（月別） １月分","5","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116930","00500225","統計表 生乳移出入量（都道府県別）（月別） ２月分","5","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116931","00500225","統計表 生乳移出入量（都道府県別）（月別） ３月分","5","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116932","00500225","統計表 生乳移出入量（都道府県別）（月別） ４月分","5","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116933","00500225","統計表 生乳移出入量（都道府県別）（月別） ５月分","5","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116934","00500225","統計表 生乳移出入量（都道府県別）（月別） ６月分","5","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116935","00500225","統計表 生乳移出入量（都道府県別）（月別） ７月分","5","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116936","00500225","統計表 生乳移出入量（都道府県別）（月別） ８月分","5","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116937","00500225","統計表 生乳移出入量（都道府県別）（月別） ９月分","5","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116938","00500225","統計表 生乳移出入量（都道府県別）（月別） 10月分","5","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116939","00500225","統計表 生乳移出入量（都道府県別）（月別） 11月分","5","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
"0002116940","00500225","統計表 生乳移出入量（都道府県別）（月別） 12月分","5","牛乳乳製品統計調査","確報","令和４年牛乳乳製品統計","年次","202201-202212","2025-04-17"
