"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003400284","00500503","1-9","果樹品種別生産動向調査 栽培面積累年統計　西洋なし","特産果樹生産動態等調査","長期累年","年次",,"2024-04-04"
"0003410780","00500503","2-1","特産果樹生産出荷実績調査 種類別栽培状況累年統計　かんきつ類の果樹","特産果樹生産動態等調査","長期累年","年次",,"2024-04-04"
"0003400511","00500503","2-2","特産果樹生産出荷実績調査 種類別栽培状況累年統計　かんきつ類以外の果樹","特産果樹生産動態等調査","長期累年","年次",,"2024-04-04"
"0003404692","00500503","4","特産果樹生産出荷実績調査 ぶどう用途別仕向実績調査累年統計","特産果樹生産動態等調査","長期累年","年次",,"2024-04-04"
"0003400552","00500503","5","特産果樹生産出荷実績調査 うめ用途別仕向実績調査累年統計","特産果樹生産動態等調査","長期累年","年次",,"2024-04-04"
"0003400553","00500503","6","特産果樹生産出荷実績調査 干し柿生産出荷実績調査累年統計","特産果樹生産動態等調査","長期累年","年次",,"2024-04-04"
"0003404731","00500503","1","果樹品種別生産動向調査 ぶどう｛生食用｝","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003404875","00500503","1","果樹品種別生産動向調査 なし　日本なし","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003405050","00500503","1","果樹品種別生産動向調査 なし　中国なし","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003405051","00500503","1","果樹品種別生産動向調査 なし　西洋なし","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003405073","00500503","1","果樹品種別生産動向調査 もも　もも｛生食用｝","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003405247","00500503","1","果樹品種別生産動向調査 もも　ネクタリン","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003405248","00500503","1","果樹品種別生産動向調査 すもも　すもも","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003405249","00500503","1","果樹品種別生産動向調査 すもも　プルーン","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003405305","00500503","1","果樹品種別生産動向調査 おうとう","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003408600","00500503","1","果樹品種別生産動向調査 うんしゅうみかん","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003408681","00500503","1","果樹品種別生産動向調査 なつみかん","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003408682","00500503","1","果樹品種別生産動向調査 はっさく","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003408691","00500503","1","果樹品種別生産動向調査 いよかん","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003408692","00500503","1","果樹品種別生産動向調査 ネーブルオレンジ","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003408695","00500503","1","果樹品種別生産動向調査 くり","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003408711","00500503","1","果樹品種別生産動向調査 キウイフルーツ","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003408712","00500503","1","果樹品種別生産動向調査 パインアップル","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003408332","00500503","3","わい性台りんご苗普及実績調査 都道府県別・系統別の普及面積","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003408351","00500503","3","わい性台りんご苗普及実績調査 年次別普及面積","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003408352","00500503","3","わい性台りんご苗普及実績調査 年次別普及面積　りんご栽培面積わい化率","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003409044","00500503","5","うめ用途別仕向実績調査 都道府県別の生産状況　品種別の加工向け利用状況","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003408759","00500503","6","干し柿生産出荷実績調査 都道府県別・品種別生産出荷状況","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
"0003410684","00500503","6","干し柿生産出荷実績調査 年次別生産出荷状況　干し柿仕向量・生産量・出荷量の推移","特産果樹生産動態等調査","確報","年次",,"2024-04-04"
