"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY4","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY5","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003065512","00400001",NA,"へき地等指定学校の負担法による事務職員数（公立）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"年度次",,"2023-10-25"
"0003065513","00400001",NA,"指定都市等に所在する学校数・学級数・児童数及び教職員数","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"年度次",,"2023-10-25"
"0003065514","00400001",NA,"都道府県別　学校数","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2019-10-28"
"0003065515","00400001",NA,"都道府県別　学級数別　学校数（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2019-10-28"
"0003065516","00400001",NA,"都道府県別　学級数別　学校数（うち公立　都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2019-10-28"
"0003065517","00400001",NA,"中高一貫教育を行う学校数（再掲）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2019-10-28"
"0003065518","00400001",NA,"類型別　学校数","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2019-10-28"
"0003065519","00400001",NA,"都道府県別  生徒数別  学校数（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2019-10-28"
"0003065520","00400001",NA,"都道府県別  生徒数別  学校数（うち公立　都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2019-10-28"
"0003065521","00400001",NA,"編制方式別　学級数（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065522","00400001",NA,"編制方式別　学級数（うち公立　都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065523","00400001",NA,"収容人員別　学級数（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2019-10-28"
"0003065524","00400001",NA,"収容人員別　学級数（うち公立　都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065525","00400001",NA,"収容人員別　学級数（うち国立私立　都道府県別）（再掲）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065526","00400001",NA,"学年別　生徒数","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065527","00400001",NA,"学級編制方式別　生徒数（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065528","00400001",NA,"学級編制方式別　生徒数（うち公立　都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065529","00400001",NA,"学年別　特別支援学級生徒数（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065530","00400001",NA,"学年別　特別支援学級生徒数（都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065531","00400001",NA,"種類別　特別支援学級生徒数","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065532","00400001",NA,"外国人生徒数","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065533","00400001",NA,"帰国生徒数（設置者別）（前年度間）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065534","00400001",NA,"帰国生徒数（都道府県別）（前年度間）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065535","00400001",NA,"理由別　長期欠席生徒数（前年度間）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065536","00400001",NA,"職名別　教員数（本務者）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065537","00400001",NA,"職名別　教員数（兼務者）（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065538","00400001",NA,"職名別　教員数（兼務者）（うち公立　都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065539","00400001",NA,"本務教員のうち理由別休職等教員数（再掲）（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065540","00400001",NA,"本務教員のうち理由別休職等教員数（再掲）（うち公立　都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065541","00400001",NA,"本務教員のうち指導主事等の数（公立）（再掲）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065542","00400001",NA,"本務教職員のうち教務主任等の数（再掲）（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065543","00400001",NA,"本務教職員のうち教務主任等の数（再掲）（うち公立　都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065544","00400001",NA,"職員数（本務者）（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065545","00400001",NA,"職員数（本務者）（うち公立　都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065546","00400001",NA,"私費負担の職員数（国・公立の本務者）（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065547","00400001",NA,"私費負担の職員数（国・公立の本務者）（うち公立　都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065548","00400001",NA,"学校医等の数（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065549","00400001",NA,"学校医等の数（うち公立　都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065550","00400001",NA,"へき地等指定学校数（公立）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065551","00400001",NA,"へき地等指定学校の生徒数（公立）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065552","00400001",NA,"へき地等指定学校の教員数（公立の本務者）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065553","00400001",NA,"へき地等指定学校の負担法による事務職員数（公立）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065554","00400001",NA,"指定都市等に所在する学校数・学級数・生徒数及び教職員数","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"年度次",,"2023-10-25"
"0003065574","00400001",NA,"都道府県別　学校数","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2019-10-28"
"0003065575","00400001",NA,"生徒数別  課程数","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065576","00400001",NA,"昼夜別　学校数（定時制）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2019-10-28"
"0003065577","00400001",NA,"専攻科のある学校数","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2019-10-28"
"0003065578","00400001",NA,"別科のある学校数","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2019-10-28"
"0003065579","00400001",NA,"男女別　学校数","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2019-10-28"
"0003065580","00400001",NA,"単独・総合別　学校数","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065581","00400001",NA,"学級数別　学校数（公立）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065582","00400001",NA,"中高一貫教育を行う学校数（再掲）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2019-10-28"
"0003065583","00400001",NA,"全日制のうち単位制による課程及び定時制の修業年限別の学校数、入学状況及び生徒数（全日制）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2019-10-28"
"0003065584","00400001",NA,"全日制のうち単位制による課程及び定時制の修業年限別の学校数、入学状況及び生徒数（定時制）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2019-10-28"
"0003065585","00400001",NA,"都道府県別　学級数（公立の本科）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065586","00400001",NA,"都道府県別　学科数（本科）（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2019-10-28"
"0003065587","00400001",NA,"都道府県別　学科数（本科）（うち公立　都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065588","00400001",NA,"小学科数（本科）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2019-10-28"
"0003065589","00400001",NA,"学年別　生徒数（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065590","00400001",NA,"学年別　生徒数（都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2019-10-28"
"0003065593","00400001",NA,"小学科別　生徒数（本科）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065594","00400001",NA,"昼夜別　生徒数（定時制）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065595","00400001",NA,"分校の生徒数","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065596","00400001",NA,"外国人生徒数","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065597","00400001",NA,"帰国生徒数（設置者別）（前年度間）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065598","00400001",NA,"帰国生徒数（都道府県別）（前年度間）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065599","00400001",NA,"都道府県別　入学状況（本科）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065600","00400001",NA,"小学科別　入学状況（本科）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065601","00400001",NA,"学校医等の数（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065602","00400001",NA,"学校医等の数（うち公立　都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065607","00400001",NA,"本務教員のうち理由別休職等教員数（再掲）（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065608","00400001",NA,"本務教員のうち理由別休職等教員数（再掲）（都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065609","00400001",NA,"本務教職員のうち教務主任等の数（再掲）（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065610","00400001",NA,"本務教職員のうち教務主任等の数（再掲）（うち公立　都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065611","00400001",NA,"定時制課程を兼任している教員数（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065612","00400001",NA,"定時制課程を兼任している教員数（うち公立　都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065613","00400001",NA,"本務教員のうち指導主事等の数（公立）（再掲）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065614","00400001",NA,"設置者別　職員数（本務者）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065615","00400001",NA,"職員数（公立の本務者）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2019-10-28"
"0003065681","00400001",NA,"学科別　学年別　生徒数（本科）（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065682","00400001",NA,"学科別　学年別　生徒数（本科）（都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2019-10-28"
"0003065683","00400001",NA,"職名別　教員数（本務者）（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065684","00400001",NA,"職名別　教員数（本務者）（都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2019-10-28"
"0003065685","00400001",NA,"職名別　教員数（兼務者）（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003065686","00400001",NA,"職名別　教員数（兼務者）（うち公立　都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2019-10-28"
"0003072817","00400001",NA,"市町村立学校の教員数及び職員数（本務者）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2019-10-28"
"0003072838","00400001",NA,"指定都市等に所在する学校数・生徒数及び教職員数","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2023-10-25"
"0003073411","00400001",NA,"都道府県別　市町村立学校の生徒数及び教員数（本務者）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2019-10-28"
"0003073430","00400001",NA,"市町村立学校の学科別生徒数","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","全日制・定時制","年度次",,"2019-10-28"
"0003071432","00400001",NA,"都道府県別　生徒数（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","通信制","年度次",,"2023-10-25"
"0003071433","00400001",NA,"修業年限別　通信制を置く学校数、入学状況及び生徒数（本科）（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","通信制","年度次",,"2023-10-25"
"0003071434","00400001",NA,"職名別　教員数（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","通信制","年度次",,"2023-10-25"
"0003071435","00400001",NA,"職員数（本務者）（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","通信制","年度次",,"2023-10-25"
"0003071497","00400001",NA,"学校数・学科数（本科）（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","通信制","年度次",,"2023-10-25"
"0003071507","00400001",NA,"都道府県別　生徒数（都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","通信制","年度次",,"2023-10-25"
"0003071508","00400001",NA,"修業年限別　通信制を置く学校数、入学状況及び生徒数（本科）（都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","通信制","年度次",,"2023-10-25"
"0003071509","00400001",NA,"職名別　教員数（都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","通信制","年度次",,"2023-10-25"
"0003071510","00400001",NA,"職員数（本務者）（都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","通信制","年度次",,"2023-10-25"
"0003071518","00400001",NA,"学校数・学科数（本科）（都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","通信制","年度次",,"2023-10-25"
"0003071519","00400001",NA,"実施科目数・履修者数及び単位修得者数","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","通信制","年度次",,"2019-10-28"
"0003071520","00400001",NA,"入学者数・退学者数（本科）及び単位修得者数（都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","通信制","年度次",,"2023-10-25"
"0003071521","00400001",NA,"本務教員のうち教務主任等の数（再掲）（都道府県別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","通信制","年度次",,"2023-10-25"
"0003071538","00400001",NA,"年齢別　生徒数","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","通信制","年度次",,"2019-10-28"
"0003071539","00400001",NA,"入学者数・退学者数（本科）及び単位修得者数（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","通信制","年度次",,"2023-10-25"
"0003071540","00400001",NA,"本務教員のうち教務主任等の数（再掲）（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）","通信制","年度次",,"2023-10-25"
"0003066154","00400001",NA,"状況別　卒業者数（設置者別）","学校基本調査","平成２３年度以降","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","卒業後の状況調査","高等学校","通信制","年度次",,"2023-10-25"
